Date,Close
3/28/2019 16:00:00,32.87
3/29/2019 16:00:00,32.88
4/1/2019 16:00:00,33.44
4/2/2019 16:00:00,33.75
4/3/2019 16:00:00,34.38
4/4/2019 16:00:00,34.42
4/5/2019 16:00:00,34.72
4/8/2019 16:00:00,34.86
4/9/2019 16:00:00,35.14
4/10/2019 16:00:00,34.75
4/11/2019 16:00:00,34.58
4/12/2019 16:00:00,34.37
4/15/2019 16:00:00,34.71
4/16/2019 16:00:00,34.46
4/17/2019 16:00:00,34.48
4/18/2019 16:00:00,34.4
4/22/2019 16:00:00,34.39
4/23/2019 16:00:00,39.77
4/24/2019 16:00:00,39.29
4/25/2019 16:00:00,38.48
4/26/2019 16:00:00,38.67
4/29/2019 16:00:00,39.78
4/30/2019 16:00:00,39.91
5/1/2019 16:00:00,39.29
5/2/2019 16:00:00,39.95
5/3/2019 16:00:00,40.8
5/6/2019 16:00:00,40.23
5/7/2019 16:00:00,38.62
5/8/2019 16:00:00,38.58
5/9/2019 16:00:00,38.79
5/10/2019 16:00:00,38.45
5/13/2019 16:00:00,36.59
5/14/2019 16:00:00,36.93
5/15/2019 16:00:00,37.9
5/16/2019 16:00:00,38.3
5/17/2019 16:00:00,37.5
5/20/2019 16:00:00,37.15
5/21/2019 16:00:00,37.47
5/22/2019 16:00:00,38.58
5/23/2019 16:00:00,37.19
5/24/2019 16:00:00,37.41
5/28/2019 16:00:00,37.29
5/29/2019 16:00:00,36.85
5/30/2019 16:00:00,37.14
5/31/2019 16:00:00,36.44
6/3/2019 16:00:00,34.43
6/4/2019 16:00:00,36.1
6/5/2019 16:00:00,36.33
6/6/2019 16:00:00,36.59
6/7/2019 16:00:00,37.93
6/10/2019 16:00:00,37.64
6/11/2019 16:00:00,37.21
6/12/2019 16:00:00,37.49
6/13/2019 16:00:00,36.34
6/14/2019 16:00:00,36.15
6/17/2019 16:00:00,36.44
6/18/2019 16:00:00,36.65
6/19/2019 16:00:00,36.29
6/20/2019 16:00:00,35.44
6/21/2019 16:00:00,35.02
6/24/2019 16:00:00,35.58
6/25/2019 16:00:00,34.72
6/26/2019 16:00:00,35.22
6/27/2019 16:00:00,34.75
6/28/2019 16:00:00,34.9
7/1/2019 16:00:00,36.08
7/2/2019 16:00:00,36.22
7/3/2019 13:00:00,36.02
7/5/2019 16:00:00,36.25
7/8/2019 16:00:00,36.45
7/9/2019 16:00:00,37.65
7/10/2019 16:00:00,37.47
7/11/2019 16:00:00,37.21
7/12/2019 16:00:00,37.84
7/15/2019 16:00:00,38.68
7/16/2019 16:00:00,37.99
7/17/2019 16:00:00,37.7
7/18/2019 16:00:00,37.66
7/19/2019 16:00:00,36.77
7/22/2019 16:00:00,37.58
7/23/2019 16:00:00,37.9
7/24/2019 16:00:00,38.73
7/25/2019 16:00:00,38.12
7/26/2019 16:00:00,41.52
7/29/2019 16:00:00,41.5
7/30/2019 16:00:00,41
7/31/2019 16:00:00,42.31
8/1/2019 16:00:00,42.08
8/2/2019 16:00:00,42.85
8/5/2019 16:00:00,40.37
8/6/2019 16:00:00,41.32
8/7/2019 16:00:00,41.73
8/8/2019 16:00:00,42.07
8/9/2019 16:00:00,41.53
8/12/2019 16:00:00,40.48
8/13/2019 16:00:00,41.81
8/14/2019 16:00:00,40.65
8/15/2019 16:00:00,40.09
8/16/2019 16:00:00,40.58
8/19/2019 16:00:00,41.7
8/20/2019 16:00:00,42.29
8/21/2019 16:00:00,42.8
8/22/2019 16:00:00,42.18
8/23/2019 16:00:00,41
8/26/2019 16:00:00,41.44
8/27/2019 16:00:00,42.14
8/28/2019 16:00:00,41.68
8/29/2019 16:00:00,42.49
8/30/2019 16:00:00,42.65
9/3/2019 16:00:00,41.96
9/4/2019 16:00:00,43.36
9/5/2019 16:00:00,45.3
9/6/2019 16:00:00,45.42
9/9/2019 16:00:00,44.26
9/10/2019 16:00:00,43.25
9/11/2019 16:00:00,43.25
9/12/2019 16:00:00,43.2
9/13/2019 16:00:00,42.63
9/16/2019 16:00:00,42.76
9/17/2019 16:00:00,43.24
9/18/2019 16:00:00,43.24
9/19/2019 16:00:00,42.93
9/20/2019 16:00:00,43.23
9/23/2019 16:00:00,43.38
9/24/2019 16:00:00,41.42
9/25/2019 16:00:00,42.5
9/26/2019 16:00:00,42.44
9/27/2019 16:00:00,41.35
9/30/2019 16:00:00,41.2
10/1/2019 16:00:00,40.25
10/2/2019 16:00:00,39.7
10/3/2019 16:00:00,40
10/4/2019 16:00:00,40.36
10/7/2019 16:00:00,40.8
10/8/2019 16:00:00,39.7
10/9/2019 16:00:00,39.5
10/10/2019 16:00:00,39.54
10/11/2019 16:00:00,40.36
10/14/2019 16:00:00,39.78
10/15/2019 16:00:00,40.28
10/16/2019 16:00:00,39.91
10/17/2019 16:00:00,39.61
10/18/2019 16:00:00,38.99
10/21/2019 16:00:00,40.09
10/22/2019 16:00:00,38.81
10/23/2019 16:00:00,38.83
10/24/2019 16:00:00,30.75
10/25/2019 16:00:00,30.3
10/28/2019 16:00:00,30.06
10/29/2019 16:00:00,29.85
10/30/2019 16:00:00,29.86
10/31/2019 16:00:00,29.97
11/1/2019 16:00:00,29.62
11/4/2019 16:00:00,30.05
11/5/2019 16:00:00,29.81
11/6/2019 16:00:00,29.54
11/7/2019 16:00:00,29.05
11/8/2019 16:00:00,29.21
11/11/2019 16:00:00,29.34
11/12/2019 16:00:00,29.05
11/13/2019 16:00:00,29.08
11/14/2019 16:00:00,28.89
11/15/2019 16:00:00,29.25
11/18/2019 16:00:00,29.49
11/19/2019 16:00:00,29.44
11/20/2019 16:00:00,29.17
11/21/2019 16:00:00,29.79
11/22/2019 16:00:00,30.03
11/25/2019 16:00:00,30.54
11/26/2019 16:00:00,30.96
11/27/2019 16:00:00,31.17
11/29/2019 13:00:00,30.91
12/2/2019 16:00:00,30.42
12/3/2019 16:00:00,29.97
12/4/2019 16:00:00,30
12/5/2019 16:00:00,30.04
12/6/2019 16:00:00,30.19
12/9/2019 16:00:00,30.21
12/10/2019 16:00:00,29.84
12/11/2019 16:00:00,30.55
12/12/2019 16:00:00,30.3
12/13/2019 16:00:00,30.39
12/16/2019 16:00:00,30.97
12/17/2019 16:00:00,30.7
12/18/2019 16:00:00,31.68
12/19/2019 16:00:00,32.03
12/20/2019 16:00:00,32.13
12/23/2019 16:00:00,32.43
12/24/2019 13:00:00,32.5
12/26/2019 16:00:00,32.63
12/27/2019 16:00:00,32.55
12/30/2019 16:00:00,32.03
